Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Cuba,CUB,Rule of Law: Estimate,RL.EST,-0.690706,-0.7054907,-0.6973167,-0.6578695,-0.7015275,-0.4425099,-0.4303128,-0.4442561,-0.3226229,-0.2780778
Cyprus,CYP,Control of Corruption: Estimate,CC.EST,0.8664131,1.250754,1.24572,1.075977,1.00782,0.8266943,0.7853153,0.640687,0.6306768,0.3778925
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6079845,0.6351261,0.5633472,0.5518821,0.5508665,0.6042547,0.5378655,0.491743,0.5573699,0.2918284
Cyprus,CYP,Regulatory Quality: Estimate,RQ.EST,1.236406,1.130751,0.9171373,1.098858,1.062325,1.052626,1.032462,0.8727556,1.012434,1.002475
Cyprus,CYP,Voice and Accountability: Estimate,VA.EST,1.053583,1.022024,0.9808227,1.01997,1.031584,1.04664,1.056237,1.005624,1.048613,0.9070898
Cyprus,CYP,Government Effectiveness: Estimate,GE.EST,1.56354,1.391029,1.366752,1.140245,1.048301,0.9605695,0.9222018,0.9192417,0.9921815,0.8832101
Cyprus,CYP,Rule of Law: Estimate,RL.EST,1.072972,1.099575,1.036493,1.076946,1.039793,0.7213519,0.8882236,0.7535621,0.7600086,0.580854
Czech Republic,CZE,Control of Corruption: Estimate,CC.EST,0.3909163,0.317262,0.3062834,0.4353733,0.5028812,0.5929416,0.6066105,0.5428039,0.5652813,0.5850472
Czech Republic,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.109118,1.054106,1.084779,0.9899905,0.9791891,0.9761155,1.000036,1.031982,0.9438875,0.9244586
Czech Republic,CZE,Regulatory Quality: Estimate,RQ.EST,1.201138,1.05909,1.085486,1.005961,1.098858,0.986401,1.235234,1.275545,1.245235,1.241209
Czech Republic,CZE,Voice and Accountability: Estimate,VA.EST,1.022664,0.9703797,0.9845335,1.026667,1.042761,1.025371,0.8802063,0.8127151,0.8357995,0.9812194
Czech Republic,CZE,Government Effectiveness: Estimate,GE.EST,0.9343141,0.9331815,0.9262398,1.038626,1.059821,1.044984,1.071043,0.9887083,0.9553274,0.957015
Czech Republic,CZE,Rule of Law: Estimate,RL.EST,1.025034,1.028504,1.030306,1.141128,1.137294,1.020164,1.124164,1.055094,1.052832,1.059881
Denmark,DNK,Control of Corruption: Estimate,CC.EST,2.399576,2.390364,2.406791,2.256299,2.229176,2.250493,2.23999,2.196509,2.161119,2.270462
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.100293,0.9149107,0.9592335,0.9517797,0.8976498,0.8679155,0.8684149,0.9462506,0.9956252,0.9430326
Denmark,DNK,Regulatory Quality: Estimate,RQ.EST,1.905198,1.806774,1.80997,1.687075,1.734574,1.575408,1.624285,1.636302,1.565141,1.790884
Denmark,DNK,Voice and Accountability: Estimate,VA.EST,1.551707,1.674114,1.666271,1.524577,1.552826,1.541422,1.517764,1.561593,1.545238,1.520361
Denmark,DNK,Government Effectiveness: Estimate,GE.EST,2.106828,1.996295,1.951923,1.791628,1.825429,1.857509,1.787519,1.851263,1.910211,1.890869
Denmark,DNK,Rule of Law: Estimate,RL.EST,1.929628,1.882329,1.911077,2.105698,2.05181,1.924276,1.847278,1.815461,1.876799,1.858852
Djibouti,DJI,Control of Corruption: Estimate,CC.EST,-0.4100014,-0.4624096,-0.5419274,-0.5993476,-0.6576738,-0.6533492,-0.6429945,-0.7081219,-0.8554918,-0.7413479
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1777032,0.1606192,-0.1021875,-0.7702323,-0.4435316,-0.6264004,-0.7368587,-0.1376155,-0.3511495,-0.3183765
Djibouti,DJI,Regulatory Quality: Estimate,RQ.EST,-0.5363827,-0.4301984,-0.5223163,-0.5309218,-0.6991644,-0.7000202,-0.6394617,-0.6987826,-0.7714189,-0.8114574
Djibouti,DJI,Voice and Accountability: Estimate,VA.EST,-1.411138,-1.434044,-1.471035,-1.43081,-1.412141,-1.370006,-1.405831,-1.367919,-1.423265,-1.420494
Djibouti,DJI,Government Effectiveness: Estimate,GE.EST,-0.9478691,-1.063188,-0.9626579,-0.9749343,-0.9545508,-0.9740394,-1.02883,-0.8953704,-0.7134089,-0.6767254
Djibouti,DJI,Rule of Law: Estimate,RL.EST,-0.807013,-0.7914159,-0.7721375,-0.8740367,-0.9222419,-0.9761462,-0.9120428,-0.9184133,-0.9141684,-1.011851
Dominica,DMA,Control of Corruption: Estimate,CC.EST,0.7095399,0.6638978,0.6666859,0.6242031,0.6237019,0.6250263,0.6318206,0.5402709,0.5258992,0.5562857
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.139159,0.9805855,1.119856,1.057178,1.077941,1.002438,1.198149,1.096157,1.067457,1.346246
Dominica,DMA,Regulatory Quality: Estimate,RQ.EST,0.3006368,0.3269264,0.310987,0.2735937,0.2325697,0.1990751,0.1290447,0.0760054,0.1002118,0.1959981
Dominica,DMA,Voice and Accountability: Estimate,VA.EST,0.9879898,0.94659,0.9667065,1.067056,0.8788872,0.8994573,0.8848282,0.7876834,0.868843,0.878063
Dominica,DMA,Government Effectiveness: Estimate,GE.EST,0.6035677,0.6610032,0.7081675,0.0759632,0.1170366,0.0541444,-0.2626715,-0.2776328,-0.2623335,-0.1795864
Dominica,DMA,Rule of Law: Estimate,RL.EST,0.6487897,0.6369702,0.6488343,0.4928213,0.6733587,0.6063661,0.6130303,0.6639392,0.6875657,0.7405058
Dominican Republic,DOM,Control of Corruption: Estimate,CC.EST,-0.812078,-0.8599237,-0.8743954,-0.8160937,-0.8185347,-0.7562392,-0.7402246,-0.7541672,-0.7660196,-0.6808228
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0004819,0.2523668,0.2074287,0.1459345,0.2367064,0.252106,0.1605885,0.0239203,0.0053069,0.1674334
Dominican Republic,DOM,Regulatory Quality: Estimate,RQ.EST,-0.1954342,-0.1042744,-0.0710712,-0.0368152,-0.037778,-0.065245,-0.0779919,-0.0690279,-0.0541752,-0.0137688
Dominican Republic,DOM,Voice and Accountability: Estimate,VA.EST,0.0904333,0.1245922,0.1153695,0.1889606,0.1542684,0.1819112,0.1592211,0.1143047,0.1774002,0.2215259
Dominican Republic,DOM,Government Effectiveness: Estimate,GE.EST,-0.5907066,-0.5103254,-0.4678043,-0.4357148,-0.3575655,-0.2638971,-0.3719791,-0.3971497,-0.358091,-0.3307422
Dominican Republic,DOM,Rule of Law: Estimate,RL.EST,-0.7733674,-0.6877354,-0.5324466,-0.4057658,-0.5127614,-0.3952907,-0.4208526,-0.3792768,-0.3475938,-0.2641793
Ecuador,ECU,Control of Corruption: Estimate,CC.EST,-0.7084293,-0.5780816,-0.5707965,-0.7549157,-0.6713044,-0.6801937,-0.6216223,-0.5629483,-0.4865913,-0.5359893
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.6865575,-0.5703065,-0.1786567,-0.0185332,-0.1439559,-0.085358,-0.0748539,-0.0892777,-0.2329569,-0.3646331
Ecuador,ECU,Regulatory Quality: Estimate,RQ.EST,-1.031473,-1.017313,-0.9281889,-1.00722,-1.157369,-1.018454,-1.059981,-0.8687586,-0.8239056,-0.8860091
Ecuador,ECU,Voice and Accountability: Estimate,VA.EST,-0.2933648,-0.2961141,-0.2527218,-0.2024652,-0.2117548,-0.247168,-0.1721459,-0.0012729,0.0371193,0.0167155
Ecuador,ECU,Government Effectiveness: Estimate,GE.EST,-0.5814251,-0.5049652,-0.5018982,-0.4733958,-0.4425788,-0.4304732,-0.3996413,-0.2637541,-0.3996101,-0.4388475
Ecuador,ECU,Rule of Law: Estimate,RL.EST,-1.205241,-1.13463,-0.9683184,-1.058525,-1.028962,-0.7614435,-0.8107955,-0.6387975,-0.5774394,-0.5481316
"Egypt, Arab Rep.",EGY,Control of Corruption: Estimate,CC.EST,-0.6954826,-0.5981032,-0.6311411,-0.6247872,-0.6381047,-0.6445939,-0.536476,-0.5604438,-0.6697238,-0.8136714
"Egypt, Arab Rep.",EGY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.437057,-1.43633,-1.638831,-1.631177,-1.496646,-1.437697,-1.424527,-1.180049,-1.114192,-1.207361
"Egypt, Arab Rep.",EGY,Regulatory Quality: Estimate,RQ.EST,-0.3439164,-0.4751413,-0.6400837,-0.7625603,-0.8355927,-0.9231897,-0.8604551,-0.8642277,-0.8277446,-0.6885961
"Egypt, Arab Rep.",EGY,Voice and Accountability: Estimate,VA.EST,-1.139983,-0.7650635,-1.051559,-1.1806,-1.190417,-1.204502,-1.251246,-1.328003,-1.445306,-1.488731
"Egypt, Arab Rep.",EGY,Government Effectiveness: Estimate,GE.EST,-0.5683849,-0.808571,-0.877745,-0.8231977,-0.7697183,-0.6596709,-0.6207942,-0.5800367,-0.4244061,-0.545122
"Egypt, Arab Rep.",EGY,Rule of Law: Estimate,RL.EST,-0.4520213,-0.4723591,-0.6333359,-0.6626169,-0.6013535,-0.5174581,-0.543798,-0.4142864,-0.4209398,-0.3598008
El Salvador,SLV,Control of Corruption: Estimate,CC.EST,-0.2618778,-0.412769,-0.3537657,-0.3768215,-0.4236638,-0.5229223,-0.5018553,-0.5969757,-0.5550387,-0.5919448
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1110012,0.234584,-0.0336589,-0.02459,-0.0169974,-0.0992914,-0.2600434,-0.3876885,-0.1064181,-0.024204
El Salvador,SLV,Regulatory Quality: Estimate,RQ.EST,0.47141,0.3254577,0.3131208,0.3188713,0.1963225,0.0939717,1.28E-06,0.0345772,0.02156,-0.0192273
El Salvador,SLV,Voice and Accountability: Estimate,VA.EST,0.0439498,-0.0401937,-0.0130921,0.1526031,0.1523897,0.18895,0.1544337,0.0170948,0.1141755,0.0362371
El Salvador,SLV,Government Effectiveness: Estimate,GE.EST,-0.1029304,-0.1272727,-0.1154099,-0.0331,-0.2358463,-0.2851965,-0.321602,-0.447729,-0.4654183,-0.3564937
El Salvador,SLV,Rule of Law: Estimate,RL.EST,-0.722186,-0.6986574,-0.6191134,-0.476425,-0.5851365,-0.7096999,-0.8105645,-0.8254345,-0.7623366,-0.7608628
Equatorial Guinea,GNQ,Control of Corruption: Estimate,CC.EST,-1.463087,-1.523688,-1.593453,-1.772847,-1.76622,-1.805687,-1.815811,-1.705315,-1.722103,-1.685068
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1503438,0.2327034,0.1203552,-0.3741466,-0.2053524,-0.1408686,-0.1704531,-0.0923802,-0.1562198,-0.1922405
Equatorial Guinea,GNQ,Regulatory Quality: Estimate,RQ.EST,-1.333177,-1.44463,-1.426211,-1.361805,-1.347726,-1.380239,-1.391826,-1.495596,-1.5199,-1.549407
Equatorial Guinea,GNQ,Voice and Accountability: Estimate,VA.EST,-1.899614,-1.905041,-1.969891,-1.976544,-2.000246,-1.949172,-1.972162,-1.875924,-1.878097,-1.83182
Equatorial Guinea,GNQ,Government Effectiveness: Estimate,GE.EST,-1.633252,-1.606156,-1.542202,-1.505196,-1.418055,-1.408003,-1.438307,-1.45561,-1.3432,-1.471354
Equatorial Guinea,GNQ,Rule of Law: Estimate,RL.EST,-1.265376,-1.295551,-1.34938,-1.448873,-1.45634,-1.516142,-1.480927,-1.516192,-1.422766,-1.253869
Eritrea,ERI,Control of Corruption: Estimate,CC.EST,-0.6291785,-0.7754198,-0.9015987,-0.8912842,-1.301354,-1.306542,-1.201147,-1.30995,-1.394938,-1.326432
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.7664044,-0.7021973,-0.7723721,-0.8058726,-0.8767513,-0.6569121,-0.729676,-0.6058792,-0.6984926,-0.9844248
Eritrea,ERI,Regulatory Quality: Estimate,RQ.EST,-2.209826,-2.239072,-2.226172,-2.128177,-2.108709,-2.186823,-2.191784,-2.217407,-2.275069,-2.335106
Eritrea,ERI,Voice and Accountability: Estimate,VA.EST,-2.226054,-2.208767,-2.196417,-2.113503,-2.106809,-2.169759,-2.165504,-2.185477,-2.206151,-2.076875
Eritrea,ERI,Government Effectiveness: Estimate,GE.EST,-1.411535,-1.447711,-1.520199,-1.607736,-1.593456,-1.69607,-1.711882,-1.723037,-1.757077,-1.616785
Eritrea,ERI,Rule of Law: Estimate,RL.EST,-1.350851,-1.387347,-1.407524,-1.530499,-1.487547,-1.625368,-1.557995,-1.580166,-1.595472,-1.47162
Estonia,EST,Control of Corruption: Estimate,CC.EST,1.052556,1.095688,1.188729,1.303674,1.294097,1.272368,1.245324,1.50561,1.561715,1.61278
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6110413,0.6364652,0.7482154,0.7802579,0.6209198,0.6739078,0.6497754,0.5873927,0.6332563,0.7101202
Estonia,EST,Regulatory Quality: Estimate,RQ.EST,1.390989,1.417086,1.447542,1.676558,1.669039,1.698142,1.645036,1.55177,1.591255,1.535388
Estonia,EST,Voice and Accountability: Estimate,VA.EST,1.133726,1.111925,1.116849,1.17031,1.186864,1.208047,1.214439,1.179301,1.181098,1.171272
Estonia,EST,Government Effectiveness: Estimate,GE.EST,1.076636,0.9544093,0.9748209,1.016517,1.067658,1.090463,1.111729,1.190437,1.174428,1.343336
Estonia,EST,Rule of Law: Estimate,RL.EST,1.183756,1.157049,1.198388,1.372824,1.331785,1.226433,1.285828,1.240728,1.281483,1.382246
Eswatini,SWZ,Control of Corruption: Estimate,CC.EST,-0.3531925,-0.4129134,-0.4129772,-0.4282527,-0.3908809,-0.4499788,-0.2696787,-0.3604255,-0.4902496,-0.4552509
Eswatini,SWZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.4797358,-0.4076923,-0.4319111,-0.5005597,-0.476151,-0.4887168,-0.2670258,-0.3734438,-0.2745529,-0.1187483
Eswatini,SWZ,Regulatory Quality: Estimate,RQ.EST,-0.6367049,-0.550817,-0.3526331,-0.4643536,-0.5110121,-0.5762869,-0.5596761,-0.6556215,-0.6122754,-0.5570649
Eswatini,SWZ,Voice and Accountability: Estimate,VA.EST,-1.315425,-1.281684,-1.261993,-1.333801,-1.391943,-1.429628,-1.448833,-1.372091,-1.338382,-1.327599
Eswatini,SWZ,Government Effectiveness: Estimate,GE.EST,-0.6832258,-0.5325552,-0.4484481,-0.5634233,-0.562602,-0.5785232,-0.5425783,-0.6700686,-0.6789486,-0.7685032
Eswatini,SWZ,Rule of Law: Estimate,RL.EST,-0.494223,-0.4935173,-0.4589108,-0.3143914,-0.3245142,-0.3686543,-0.2884077,-0.2824021,-0.5019525,-0.5307466
Ethiopia,ETH,Control of Corruption: Estimate,CC.EST,-0.6579176,-0.6026049,-0.4947968,-0.44421,-0.4501711,-0.416919,-0.5587956,-0.4833753,-0.4061424,-0.3623945
Ethiopia,ETH,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.506964,-1.564271,-1.407307,-1.339387,-1.498187,-1.619813,-1.679859,-1.279617,-1.305073,-1.738457
Ethiopia,ETH,Regulatory Quality: Estimate,RQ.EST,-0.9997987,-1.047956,-1.118452,-1.065146,-1.031196,-1.101313,-1.004292,-0.9730066,-0.8888674,-0.9574109
Ethiopia,ETH,Voice and Accountability: Estimate,VA.EST,-1.362644,-1.308908,-1.313026,-1.284354,-1.298413,-1.402079,-1.432209,-1.165882,-1.064605,-1.017297
Ethiopia,ETH,Government Effectiveness: Estimate,GE.EST,-0.4841731,-0.425355,-0.6072854,-0.4249245,-0.6469481,-0.6384845,-0.6928545,-0.6104851,-0.6343808,-0.5520683
Ethiopia,ETH,Rule of Law: Estimate,RL.EST,-0.7395201,-0.6774499,-0.6474672,-0.4716608,-0.5091007,-0.492503,-0.4559003,-0.428142,-0.4733813,-0.3977932
Fiji,FJI,Control of Corruption: Estimate,CC.EST,-0.1258441,-0.1102152,-0.1209893,0.1793656,0.170082,0.130379,0.3450749,0.3971153,0.5589681,0.6391488
Fiji,FJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0712882,-0.0677748,-0.0510277,0.5531646,0.5803087,0.917815,0.619655,0.862233,0.7776704,0.7479544
Fiji,FJI,Regulatory Quality: Estimate,RQ.EST,-0.4951043,-0.5786811,-0.5474498,-0.3826222,-0.3621247,-0.3770984,-0.223414,-0.2294028,-0.2190849,-0.1703498
Fiji,FJI,Voice and Accountability: Estimate,VA.EST,-1.093062,-0.978678,-0.9095932,-0.1766343,0.0277804,0.0285497,0.1228353,0.1304683,0.0214153,0.0341039
Fiji,FJI,Government Effectiveness: Estimate,GE.EST,-0.7061993,-0.8380788,-0.8437901,-0.3682029,-0.2915429,-0.2490013,0.0698404,0.2850353,0.1996178,0.3018749
Fiji,FJI,Rule of Law: Estimate,RL.EST,-0.8244902,-0.7911764,-0.8230026,-0.5115845,-0.4041793,-0.2745952,-0.2647003,-0.1363209,-0.0251812,0.1097826
Finland,FIN,Control of Corruption: Estimate,CC.EST,2.198669,2.234687,2.207644,2.163503,2.258836,2.233331,2.211039,2.211138,2.1532,2.204168
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.393471,1.400765,1.385172,1.282197,1.040587,0.9990865,1.080909,0.908359,0.8516567,0.9446252
Finland,FIN,Regulatory Quality: Estimate,RQ.EST,1.819748,1.829249,1.851513,1.884035,1.836381,1.817408,1.823055,1.78569,1.851164,1.854752
Finland,FIN,Voice and Accountability: Estimate,VA.EST,1.507551,1.600697,1.573706,1.541917,1.543586,1.531794,1.559358,1.576928,1.564906,1.615212
Finland,FIN,Government Effectiveness: Estimate,GE.EST,2.240971,2.220309,2.190214,2.032822,1.874042,1.877939,2.018676,2.055259,2.006594,1.948935
Finland,FIN,Rule of Law: Estimate,RL.EST,1.949425,1.951405,1.964584,2.129668,2.089484,2.049946,2.069357,2.079443,2.058016,2.078883
France,FRA,Control of Corruption: Estimate,CC.EST,1.544729,1.479511,1.311602,1.29292,1.286498,1.370064,1.266991,1.317642,1.283251,1.153109
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6029928,0.5549415,0.4487441,0.3005685,0.1067064,-0.0953591,0.2790776,0.0291557,0.2993822,0.3125098
France,FRA,Regulatory Quality: Estimate,RQ.EST,1.161314,1.130379,1.157089,1.078786,1.129694,1.070323,1.15951,1.156292,1.440412,1.195966
France,FRA,Voice and Accountability: Estimate,VA.EST,1.170668,1.238106,1.219247,1.21816,1.206641,1.136473,1.152415,1.146513,1.116438,1.06943
France,FRA,Government Effectiveness: Estimate,GE.EST,1.397927,1.380778,1.489328,1.418683,1.448122,1.416434,1.348091,1.458658,1.37214,1.247808
France,FRA,Rule of Law: Estimate,RL.EST,1.438322,1.443496,1.409796,1.456656,1.398506,1.386726,1.436407,1.434449,1.407695,1.327411
French Guiana,GUF,Control of Corruption: Estimate,CC.EST,1.110036,1.102628,1.12658,1.019108,1.019501,0.9750836,0.998673,0.9530863,0.9196092,0.929781
French Guiana,GUF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1930259,0.2150823,0.2182771,0.527634,0.5689548,0.5509571,0.4997613,0.5206324,0.2612188,0.3325475
French Guiana,GUF,Regulatory Quality: Estimate,RQ.EST,1.214001,1.271524,1.289985,1.458539,1.449475,1.428803,1.282006,1.30502,1.31416,1.185055
French Guiana,GUF,Voice and Accountability: Estimate,VA.EST,1.089094,1.124147,1.146864,1.276822,1.273942,1.279368,1.295541,1.271613,1.264411,1.289108
French Guiana,GUF,Government Effectiveness: Estimate,GE.EST,1.185651,1.145382,1.103038,1.128233,1.122294,1.127457,1.379737,1.396483,1.387043,1.320387
French Guiana,GUF,Rule of Law: Estimate,RL.EST,1.199699,1.16099,1.129441,1.065988,1.295621,1.308454,1.199849,1.210485,1.166119,1.197893
Gabon,GAB,Control of Corruption: Estimate,CC.EST,-0.8886268,-0.6998066,-0.6575904,-0.6916032,-0.7142265,-0.7531746,-0.8207155,-0.8539096,-0.9329059,-0.9244228
Gabon,GAB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.3848909,0.2932914,0.3301027,0.1495428,0.021187,-0.104911,-0.1030248,-0.2538044,-0.0742617,-0.0771416
Gabon,GAB,Regulatory Quality: Estimate,RQ.EST,-0.5439157,-0.5915115,-0.6402615,-0.7929766,-0.797162,-0.7979104,-0.7849124,-0.9160169,-0.9569007,-0.8784322
Gabon,GAB,Voice and Accountability: Estimate,VA.EST,-0.9051993,-0.8636067,-0.86337,-0.8657218,-0.8941512,-0.9669695,-1.05922,-0.9661632,-1.049209,-0.9939862
Gabon,GAB,Government Effectiveness: Estimate,GE.EST,-0.7950319,-0.9048899,-0.8311785,-0.6446508,-0.7338382,-0.792168,-0.9220088,-0.8094349,-0.897824,-0.9099023
Gabon,GAB,Rule of Law: Estimate,RL.EST,-0.4612769,-0.4694037,-0.5399048,-0.508985,-0.5500096,-0.6047214,-0.6835737,-0.7040743,-0.7327159,-0.6654624
"Gambia, The",GMB,Control of Corruption: Estimate,CC.EST,-0.5090156,-0.6446253,-0.6962572,-0.6938089,-0.7703012,-0.8119048,-0.6267126,-0.4565488,-0.3000943,-0.3428272
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0002706,-0.0007788,-0.0486364,-0.1514007,0.0195886,-0.4344123,-0.0840129,-0.074431,0.2247214,0.2453408
"Gambia, The",GMB,Regulatory Quality: Estimate,RQ.EST,-0.2845533,-0.2281193,-0.3614394,-0.456939,-0.5086934,-0.5093247,-0.4470356,-0.6294979,-0.6648403,-0.6875781
"Gambia, The",GMB,Voice and Accountability: Estimate,VA.EST,-1.215479,-1.287478,-1.257354,-1.267749,-1.460066,-1.262813,-0.6222699,-0.222066,-0.2387179,-0.2009927
"Gambia, The",GMB,Government Effectiveness: Estimate,GE.EST,-0.6078295,-0.5125123,-0.7056881,-0.6703849,-0.9037109,-0.8420404,-0.6464027,-0.6198659,-0.6311047,-0.6720108
"Gambia, The",GMB,Rule of Law: Estimate,RL.EST,-0.5431248,-0.5764846,-0.6430457,-0.6892267,-0.7213935,-0.77466,-0.4381409,-0.4305807,-0.3714375,-0.3659326
Georgia,GEO,Control of Corruption: Estimate,CC.EST,0.1184005,0.4010559,0.4692806,0.7860679,0.6799068,0.6854092,0.7407625,0.7094994,0.7007192,0.5959197
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.656952,-0.680454,-0.4413662,-0.3215075,-0.4660819,-0.3132915,-0.3707961,-0.4415736,-0.4883826,-0.4307931
Georgia,GEO,Regulatory Quality: Estimate,RQ.EST,0.6642455,0.6936821,0.7566072,0.9339862,0.9224599,1.008661,1.051975,1.125411,1.121732,1.108767
Georgia,GEO,Voice and Accountability: Estimate,VA.EST,-0.1726989,0.0215808,0.1388145,0.284666,0.2745879,0.2952145,0.2647963,0.2208919,0.1687202,0.0554018
Georgia,GEO,Government Effectiveness: Estimate,GE.EST,0.5535932,0.6057203,0.5851756,0.488922,0.4042414,0.5179425,0.5757037,0.611771,0.8287399,0.787501
Georgia,GEO,Rule of Law: Estimate,RL.EST,-0.1242663,-0.0145602,-0.0060284,0.190843,0.2714227,0.3836238,0.3208365,0.3277741,0.3104377,0.2859657
Germany,DEU,Control of Corruption: Estimate,CC.EST,1.748843,1.825308,1.805305,1.816781,1.817157,1.826143,1.843528,1.936917,1.903284,1.858251
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.8422185,0.7756213,0.9279839,0.9251865,0.6998243,0.6813634,0.5877215,0.5912753,0.5743086,0.6710114
Germany,DEU,Regulatory Quality: Estimate,RQ.EST,1.554825,1.536132,1.553044,1.703043,1.723078,1.817016,1.786195,1.762925,1.72319,1.582715
Germany,DEU,Voice and Accountability: Estimate,VA.EST,1.349211,1.393738,1.406184,1.43633,1.421997,1.364375,1.432262,1.431259,1.355591,1.377576
Germany,DEU,Government Effectiveness: Estimate,GE.EST,1.505779,1.538862,1.517793,1.671297,1.686973,1.696212,1.65318,1.562705,1.531162,1.360798
Germany,DEU,Rule of Law: Estimate,RL.EST,1.627287,1.676166,1.650206,1.854514,1.794228,1.621759,1.614979,1.631583,1.620687,1.557932
Ghana,GHA,Control of Corruption: Estimate,CC.EST,-0.0256771,-0.1266762,-0.0965169,-0.1921185,-0.1887468,-0.1489119,-0.2321948,-0.1214553,-0.0980888,-0.1155107
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1671121,0.130695,0.0606061,-0.106808,-0.0320993,-0.1309286,0.0918345,-0.0255168,0.1344119,0.1258658
Ghana,GHA,Regulatory Quality: Estimate,RQ.EST,0.1248741,0.1281278,0.0846051,-0.0057965,-0.0312539,-0.2325097,-0.1366017,-0.0945598,-0.111198,0.0001739
Ghana,GHA,Voice and Accountability: Estimate,VA.EST,0.4846578,0.4313522,0.4388546,0.4632516,0.4899297,0.5854982,0.5982543,0.5498551,0.5579075,0.5831697
Ghana,GHA,Government Effectiveness: Estimate,GE.EST,-0.0504899,-0.04863,-0.0985546,-0.2812725,-0.2224221,-0.1685113,-0.1118706,-0.2085409,-0.2106433,-0.1526524
Ghana,GHA,Rule of Law: Estimate,RL.EST,-0.0048718,0.0104951,0.149072,0.052156,0.142304,0.0487039,0.1233095,0.0730976,0.0473358,-0.0386941
Greece,GRC,Control of Corruption: Estimate,CC.EST,-0.0937094,-0.1834935,-0.0682584,-0.1299754,-0.0873486,-0.1016083,-0.0790209,-0.0252081,0.0431178,0.0598671
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0986952,-0.2172487,-0.1713417,-0.140446,-0.2302524,-0.1215992,-0.0735726,0.1659438,0.1817382,0.1251008
Greece,GRC,Regulatory Quality: Estimate,RQ.EST,0.4964582,0.5269415,0.6334165,0.3293375,0.409623,0.1483869,0.2400272,0.4137779,0.5299369,0.5500144
Greece,GRC,Voice and Accountability: Estimate,VA.EST,0.820455,0.7007905,0.6872375,0.6187572,0.6515436,0.6685553,0.658486,0.7323087,0.8124003,0.96592
Greece,GRC,Government Effectiveness: Estimate,GE.EST,0.4573973,0.280436,0.3606999,0.3004703,0.1770223,0.1577258,0.274148,0.2907973,0.3490244,0.4444801
Greece,GRC,Rule of Law: Estimate,RL.EST,0.5396303,0.3931225,0.4721287,0.3739754,0.2769418,0.1353244,0.0749528,0.13928,0.1837852,0.3202699
Greenland,GRL,Control of Corruption: Estimate,CC.EST,1.228439,1.221221,1.242608,1.208083,1.190973,1.1671,1.185811,1.174985,1.140772,1.034216
Greenland,GRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.940006,1.934407,1.931953,1.924541,1.943138,1.965062,1.923353,1.929881,1.883894,1.913187
Greenland,GRL,Regulatory Quality: Estimate,RQ.EST,1.330946,1.375133,1.397566,1.378306,1.353184,1.334686,1.324179,1.368418,1.36094,1.383762
Greenland,GRL,Voice and Accountability: Estimate,VA.EST,1.276299,1.290536,1.278615,1.276822,1.273942,1.279368,1.295541,1.271613,1.264411,1.289108
Greenland,GRL,Government Effectiveness: Estimate,GE.EST,1.006581,1.002362,0.943699,0.9201708,0.8674797,0.8425272,0.8405358,0.8363734,0.8134989,0.7990792
Greenland,GRL,Rule of Law: Estimate,RL.EST,1.742504,1.71943,1.697268,1.738225,1.701141,1.723742,1.726132,1.738521,1.746319,1.741479
